Age;AmtWeekdays;AmtWeekends;EthnicityID;Ethnicity;Gender;GrossIncome;Qualification;MaritalStatus;NationalityID;Nationality;Region;Smoke;Type
65;NA;NA;7;White;Female;10400 to 15600;Higher/Sub Degree;Widowed;1;British;South East;No;
31;NA;NA;7;White;Male;20800 to 28600;GCSE/CSE;Married;2;English;South East;No;
31;NA;NA;7;White;Female;2600 to 5200;Degree;Married;1;British;South East;No;
46;20;20;7;White;Female;2600 to 5200;No Qualification;Single;2;English;South East;Yes;Packets
37;NA;NA;7;White;Male;20800 to 28600;ONC/BTEC;Single;4;Other;South East;No;
72;NA;NA;7;White;Female;Unknown;No Qualification;Married;2;English;South East;No;
59;NA;NA;7;White;Male;20800 to 28600;GCSE/O Level;Married;2;English;South East;No;
82;NA;NA;7;White;Female;Refused;GCSE/O Level;Widowed;2;English;South East;No;
81;NA;NA;7;White;Male;28600 to 36400;Degree;Widowed;2;English;South East;No;
65;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Widowed;2;English;South East;No;
48;5;5;7;White;Female;15600 to 20800;No Qualification;Divorced;2;English;South East;Yes;Hand-Rolled
49;10;15;7;White;Male;Above 36400;ONC/BTEC;Divorced;1;British;South East;Yes;Packets
35;40;60;7;White;Male;2600 to 5200;GCSE/O Level;Single;1;British;South East;Yes;Packets
73;NA;NA;7;White;Female;5200 to 10400;No Qualification;Married;2;English;South East;No;
80;NA;NA;7;White;Female;5200 to 10400;No Qualification;Divorced;1;British;South East;No;
55;NA;NA;7;White;Male;28600 to 36400;ONC/BTEC;Married;2;English;South East;No;
78;NA;NA;7;White;Male;Refused;No Qualification;Widowed;2;English;South East;No;
45;20;20;7;White;Female;Refused;GCSE/O Level;Single;2;English;South East;Yes;Packets
39;10;20;7;White;Male;20800 to 28600;A Levels;Married;2;English;South East;Yes;Packets
75;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;2;English;South East;No;
65;NA;NA;3;Chinese;Male;5200 to 10400;Other/Sub Degree;Married;2;English;South East;No;
79;NA;NA;5;Refused;Male;2600 to 5200;No Qualification;Divorced;5;Refused;South East;No;
75;NA;NA;3;Chinese;Male;20800 to 28600;GCSE/O Level;Married;2;English;South East;No;
69;NA;NA;7;White;Female;5200 to 10400;No Qualification;Married;1;British;South East;No;
57;NA;NA;7;White;Female;15600 to 20800;No Qualification;Single;1;British;South East;No;
29;NA;NA;7;White;Female;20800 to 28600;Degree;Single;2;English;South East;No;
54;30;30;7;White;Male;20800 to 28600;No Qualification;Married;2;English;South East;Yes;Packets
29;NA;NA;7;White;Male;20800 to 28600;Degree;Married;1;British;South East;No;
42;NA;NA;7;White;Male;10400 to 15600;No Qualification;Divorced;1;British;South East;No;
28;5;5;7;White;Male;15600 to 20800;Degree;Single;1;British;South East;Yes;Hand-Rolled
65;NA;NA;7;White;Female;15600 to 20800;No Qualification;Widowed;1;British;South East;No;
37;4;0;7;White;Male;Above 36400;Degree;Married;2;English;South East;Yes;Packets
35;NA;NA;7;White;Female;5200 to 10400;Degree;Single;2;English;South East;No;
33;6;10;4;Mixed;Female;15600 to 20800;Degree;Single;2;English;South East;Yes;Both/Mainly Packets
52;40;40;7;White;Male;5200 to 10400;Degree;Married;4;Other;South East;Yes;Packets
57;NA;NA;7;White;Male;20800 to 28600;Higher/Sub Degree;Single;1;British;South East;No;
31;NA;NA;7;White;Female;15600 to 20800;Degree;Single;2;English;South East;No;
73;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;1;British;South East;No;
43;NA;NA;7;White;Male;Above 36400;Degree;Married;1;British;South East;No;
38;NA;NA;2;Black;Male;28600 to 36400;Degree;Single;2;English;South East;No;
43;12;12;7;White;Female;Above 36400;No Qualification;Married;1;British;South East;Yes;Packets
55;NA;NA;7;White;Female;20800 to 28600;Higher/Sub Degree;Married;2;English;South East;No;
59;NA;NA;7;White;Male;Above 36400;Degree;Married;1;British;South East;No;
33;NA;NA;7;White;Female;20800 to 28600;Degree;Married;1;British;South East;No;
41;20;20;7;White;Female;5200 to 10400;GCSE/O Level;Married;1;British;South East;Yes;Packets
46;20;20;7;White;Female;5200 to 10400;GCSE/CSE;Married;1;British;South East;Yes;Packets
57;35;35;7;White;Male;Above 36400;Degree;Married;1;British;South East;Yes;Packets
40;NA;NA;7;White;Male;15600 to 20800;A Levels;Single;2;English;South East;No;
57;NA;NA;7;White;Male;5200 to 10400;GCSE/O Level;Married;2;English;South East;No;
39;7;10;7;White;Female;10400 to 15600;GCSE/O Level;Married;1;British;South East;Yes;Packets
67;5;5;7;White;Male;5200 to 10400;Other/Sub Degree;Married;1;British;South East;Yes;Hand-Rolled
46;NA;NA;7;White;Female;2600 to 5200;No Qualification;Single;2;English;South East;No;
39;NA;NA;7;White;Male;28600 to 36400;Higher/Sub Degree;Married;1;British;South East;No;
55;NA;NA;7;White;Female;Refused;GCSE/O Level;Married;1;British;South East;No;
50;10;15;7;White;Male;15600 to 20800;Other/Sub Degree;Married;2;English;South East;Yes;Hand-Rolled
70;NA;NA;7;White;Female;5200 to 10400;ONC/BTEC;Widowed;2;English;South East;No;
44;NA;NA;7;White;Female;Under 2600;Higher/Sub Degree;Married;4;Other;South East;No;
33;NA;NA;7;White;Female;Under 2600;ONC/BTEC;Married;2;English;South East;No;
69;NA;NA;7;White;Male;5200 to 10400;Other/Sub Degree;Divorced;2;English;South East;No;
70;10;10;7;White;Female;Under 2600;No Qualification;Married;2;English;South East;Yes;Packets
62;NA;NA;7;White;Female;Refused;No Qualification;Widowed;1;British;South East;No;
31;NA;NA;7;White;Female;Under 2600;GCSE/O Level;Married;1;British;South East;No;
70;NA;NA;7;White;Male;10400 to 15600;Other/Sub Degree;Married;2;English;South East;No;
32;NA;NA;7;White;Male;28600 to 36400;No Qualification;Married;1;British;South East;No;
75;NA;NA;7;White;Female;Refused;A Levels;Divorced;1;British;South East;No;
47;NA;NA;7;White;Male;20800 to 28600;Higher/Sub Degree;Married;1;British;South East;No;
57;NA;NA;7;White;Male;20800 to 28600;No Qualification;Married;2;English;South East;No;
86;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;2;English;South East;No;
32;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Single;2;English;South East;No;
46;15;15;7;White;Male;10400 to 15600;GCSE/O Level;Single;1;British;South East;Yes;Packets
51;10;10;7;White;Male;Under 2600;No Qualification;Single;2;English;South East;Yes;Packets
69;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Married;2;English;South East;No;
73;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Married;1;British;South East;No;
32;20;20;7;White;Female;15600 to 20800;Higher/Sub Degree;Single;2;English;South East;Yes;Packets
75;NA;NA;7;White;Female;Unknown;GCSE/O Level;Married;2;English;South East;No;
54;25;25;7;White;Female;20800 to 28600;GCSE/CSE;Widowed;2;English;South East;Yes;Packets
51;NA;NA;7;White;Female;10400 to 15600;Higher/Sub Degree;Married;2;English;South East;No;
35;NA;NA;7;White;Female;10400 to 15600;Degree;Married;1;British;South East;No;
38;NA;NA;7;White;Male;Above 36400;Degree;Married;2;English;South East;No;
72;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Married;2;English;South East;No;
66;NA;NA;7;White;Female;Refused;A Levels;Married;2;English;South East;No;
59;NA;NA;7;White;Female;2600 to 5200;GCSE/CSE;Married;2;English;South East;No;
70;NA;NA;7;White;Male;20800 to 28600;Degree;Married;1;British;South East;No;
44;NA;NA;7;White;Male;Refused;GCSE/CSE;Single;2;English;South East;No;
67;NA;NA;7;White;Female;5200 to 10400;GCSE/CSE;Married;2;English;South East;No;
35;NA;NA;7;White;Male;20800 to 28600;GCSE/O Level;Married;2;English;South East;No;
33;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Married;2;English;South East;No;
17;NA;NA;7;White;Male;2600 to 5200;GCSE/CSE;Single;2;English;South East;No;
45;NA;NA;7;White;Female;Under 2600;GCSE/O Level;Married;1;British;South East;No;
57;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Married;1;British;South East;No;
18;NA;NA;7;White;Female;Under 2600;A Levels;Single;1;British;South East;No;
68;NA;NA;7;White;Male;15600 to 20800;A Levels;Separated;2;English;South East;No;
27;15;12;7;White;Female;15600 to 20800;Higher/Sub Degree;Single;4;Other;South East;Yes;Hand-Rolled
40;18;30;7;White;Female;Under 2600;GCSE/CSE;Married;1;British;South East;Yes;Packets
77;NA;NA;7;White;Male;5200 to 10400;GCSE/CSE;Single;2;English;South East;No;
77;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Married;1;British;South East;No;
75;NA;NA;7;White;Male;Above 36400;ONC/BTEC;Married;2;English;South East;No;
39;15;15;7;White;Male;15600 to 20800;ONC/BTEC;Married;1;British;South East;Yes;Packets
21;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Single;1;British;South East;No;
59;NA;NA;7;White;Female;5200 to 10400;Degree;Divorced;1;British;South East;No;
27;NA;NA;7;White;Male;20800 to 28600;GCSE/CSE;Single;1;British;South East;No;
67;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;2;English;South East;No;
50;NA;NA;7;White;Female;20800 to 28600;Higher/Sub Degree;Single;2;English;South East;No;
64;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Divorced;2;English;South East;No;
79;NA;NA;3;Chinese;Female;5200 to 10400;No Qualification;Widowed;2;English;South East;No;
31;20;10;7;White;Male;10400 to 15600;GCSE/O Level;Single;2;English;South East;Yes;Both/Mainly Packets
19;NA;NA;3;Chinese;Female;10400 to 15600;A Levels;Single;1;British;South East;No;
42;NA;NA;7;White;Male;28600 to 36400;Degree;Married;1;British;South East;No;
36;NA;NA;7;White;Male;5200 to 10400;GCSE/CSE;Married;2;English;South East;No;
36;NA;NA;7;White;Male;20800 to 28600;GCSE/CSE;Married;2;English;South East;No;
64;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Widowed;1;British;South East;No;
53;NA;NA;7;White;Female;5200 to 10400;No Qualification;Single;2;English;South East;No;
39;20;20;7;White;Female;15600 to 20800;GCSE/CSE;Married;3;Irish;South East;Yes;Packets
39;NA;NA;7;White;Female;28600 to 36400;Degree;Married;2;English;South East;No;
28;7;7;7;White;Female;5200 to 10400;Degree;Married;1;British;South East;Yes;Packets
81;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;2;English;South East;No;
79;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;South East;No;
72;NA;NA;7;White;Female;5200 to 10400;No Qualification;Married;2;English;South East;No;
18;25;25;7;White;Female;2600 to 5200;GCSE/O Level;Single;2;English;South East;Yes;Both/Mainly Hand-Rolled
76;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;1;British;South East;No;
68;8;8;7;White;Female;5200 to 10400;No Qualification;Widowed;1;British;South East;Yes;Packets
28;15;20;7;White;Female;10400 to 15600;GCSE/CSE;Single;2;English;South East;Yes;Packets
42;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Divorced;2;English;South East;No;
26;15;15;7;White;Female;5200 to 10400;GCSE/O Level;Single;1;British;South East;Yes;Both/Mainly Packets
19;5;5;7;White;Female;2600 to 5200;No Qualification;Single;8;Welsh;South East;Yes;Packets
41;30;30;7;White;Female;5200 to 10400;Other/Sub Degree;Divorced;8;Welsh;South East;Yes;Packets
82;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;South East;No;
36;NA;NA;1;Asian;Male;15600 to 20800;Degree;Married;1;British;South East;No;
47;25;25;7;White;Male;5200 to 10400;No Qualification;Single;2;English;South East;Yes;Both/Mainly Hand-Rolled
77;NA;NA;7;White;Male;5200 to 10400;Other/Sub Degree;Widowed;6;Scottish;South East;No;
66;NA;NA;7;White;Female;Under 2600;No Qualification;Divorced;2;English;South East;No;
50;15;15;7;White;Male;5200 to 10400;Other/Sub Degree;Divorced;2;English;South East;Yes;Hand-Rolled
55;NA;NA;7;White;Female;5200 to 10400;No Qualification;Divorced;2;English;South East;No;
36;0;10;7;White;Female;Under 2600;A Levels;Married;2;English;South West;Yes;Packets
79;NA;NA;7;White;Male;Unknown;No Qualification;Married;3;Irish;South West;No;
67;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;2;English;South West;No;
42;NA;NA;7;White;Female;Refused;A Levels;Single;1;British;South West;No;
76;NA;NA;7;White;Female;Under 2600;No Qualification;Married;1;British;South West;No;
44;NA;NA;7;White;Female;15600 to 20800;Other/Sub Degree;Married;1;British;South West;No;
75;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;2;English;South West;No;
24;NA;NA;7;White;Female;10400 to 15600;Other/Sub Degree;Married;1;British;South West;No;
78;NA;NA;7;White;Male;5200 to 10400;Other/Sub Degree;Married;2;English;South West;No;
38;NA;NA;7;White;Female;5200 to 10400;ONC/BTEC;Married;1;British;South West;No;
22;NA;NA;7;White;Male;5200 to 10400;Other/Sub Degree;Single;2;English;South West;No;
62;NA;NA;7;White;Female;2600 to 5200;Other/Sub Degree;Married;2;English;South West;No;
40;5;10;7;White;Female;5200 to 10400;No Qualification;Divorced;1;British;South West;Yes;Packets
35;NA;NA;7;White;Male;20800 to 28600;Degree;Married;1;British;South West;No;
45;NA;NA;7;White;Female;5200 to 10400;ONC/BTEC;Married;1;British;South West;No;
66;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;1;British;South West;No;
53;NA;NA;7;White;Female;5200 to 10400;Higher/Sub Degree;Divorced;2;English;South West;No;
43;0;5;7;White;Female;10400 to 15600;GCSE/O Level;Divorced;2;English;South West;Yes;Packets
72;3;3;7;White;Female;2600 to 5200;No Qualification;Widowed;1;British;South West;Yes;Packets
72;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;South West;No;
67;NA;NA;7;White;Female;10400 to 15600;Higher/Sub Degree;Married;2;English;South West;No;
37;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Divorced;1;British;South West;No;
38;NA;NA;7;White;Male;10400 to 15600;ONC/BTEC;Married;2;English;South West;No;
39;6;10;7;White;Female;10400 to 15600;GCSE/O Level;Married;2;English;South West;Yes;Both/Mainly Packets
64;NA;NA;7;White;Male;5200 to 10400;No Qualification;Divorced;2;English;South West;No;
72;NA;NA;7;White;Male;2600 to 5200;No Qualification;Married;2;English;South West;No;
54;20;20;7;White;Male;10400 to 15600;GCSE/O Level;Married;2;English;South West;Yes;Packets
59;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;South West;No;
50;NA;NA;7;White;Female;10400 to 15600;ONC/BTEC;Married;2;English;South West;No;
33;NA;NA;7;White;Male;Above 36400;GCSE/O Level;Married;2;English;South West;No;
45;NA;NA;7;White;Female;20800 to 28600;Higher/Sub Degree;Married;2;English;South West;No;
73;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;South West;No;
68;NA;NA;7;White;Male;15600 to 20800;Degree;Married;1;British;South West;No;
33;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Married;1;British;South West;No;
21;NA;NA;7;White;Female;2600 to 5200;ONC/BTEC;Single;1;British;South West;No;
32;NA;NA;7;White;Female;20800 to 28600;Degree;Married;2;English;South West;No;
37;NA;NA;7;White;Male;15600 to 20800;Other/Sub Degree;Married;1;British;South West;No;
48;10;10;7;White;Female;Refused;Degree;Single;2;English;South West;Yes;Hand-Rolled
25;20;40;7;White;Male;15600 to 20800;No Qualification;Single;1;British;South West;Yes;Packets
61;10;30;7;White;Male;5200 to 10400;No Qualification;Married;2;English;South West;Yes;Hand-Rolled
86;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;South West;No;
45;NA;NA;7;White;Female;5200 to 10400;No Qualification;Married;2;English;South West;No;
60;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Divorced;2;English;South West;No;
40;NA;NA;7;White;Female;15600 to 20800;Degree;Single;1;British;South West;No;
55;NA;NA;7;White;Male;Refused;No Qualification;Married;1;British;South West;No;
53;NA;NA;7;White;Male;10400 to 15600;GCSE/O Level;Separated;8;Welsh;South West;No;
41;NA;NA;7;White;Male;2600 to 5200;GCSE/O Level;Married;2;English;South West;No;
17;10;20;7;White;Female;Under 2600;GCSE/O Level;Single;2;English;South West;Yes;Both/Mainly Packets
42;NA;NA;7;White;Female;15600 to 20800;Higher/Sub Degree;Divorced;2;English;South West;No;
44;NA;NA;7;White;Male;20800 to 28600;GCSE/O Level;Married;2;English;South West;No;
43;NA;NA;7;White;Female;10400 to 15600;A Levels;Married;2;English;South West;No;
39;20;20;7;White;Female;2600 to 5200;Other/Sub Degree;Married;4;Other;South West;Yes;Packets
67;NA;NA;7;White;Male;10400 to 15600;No Qualification;Married;2;English;South West;No;
73;NA;NA;7;White;Female;Under 2600;No Qualification;Married;1;British;South West;No;
16;NA;NA;7;White;Female;2600 to 5200;GCSE/O Level;Single;2;English;South West;No;
73;NA;NA;7;White;Female;10400 to 15600;No Qualification;Widowed;1;British;South West;No;
52;NA;NA;7;White;Male;Above 36400;Degree;Married;6;Scottish;South West;No;
72;NA;NA;7;White;Male;5200 to 10400;No Qualification;Single;2;English;South West;No;
79;NA;NA;7;White;Male;10400 to 15600;No Qualification;Married;1;British;South West;No;
90;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;South West;No;
27;10;30;7;White;Male;20800 to 28600;Higher/Sub Degree;Single;2;English;South West;Yes;Packets
32;NA;NA;7;White;Male;Above 36400;Degree;Divorced;2;English;South West;No;
38;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Divorced;2;English;South West;No;
21;NA;NA;7;White;Female;Under 2600;Degree;Single;1;British;South West;No;
40;NA;NA;7;White;Male;Above 36400;A Levels;Married;1;British;South West;No;
28;NA;NA;7;White;Male;Above 36400;Degree;Married;1;British;South West;No;
47;40;40;7;White;Male;Above 36400;A Levels;Married;2;English;South West;Yes;Packets
45;NA;NA;7;White;Female;5200 to 10400;Degree;Married;1;British;South West;No;
95;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;1;British;South West;No;
18;NA;NA;7;White;Male;2600 to 5200;A Levels;Single;2;English;South West;No;
89;NA;NA;7;White;Female;Unknown;GCSE/O Level;Widowed;2;English;South West;No;
82;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;2;English;South West;No;
65;NA;NA;7;White;Male;28600 to 36400;A Levels;Married;2;English;South West;No;
87;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Widowed;2;English;South West;No;
30;1;4;7;White;Male;20800 to 28600;Higher/Sub Degree;Single;2;English;South West;Yes;Packets
77;NA;NA;7;White;Female;28600 to 36400;Degree;Widowed;2;English;South West;No;
55;NA;NA;7;White;Female;Above 36400;Degree;Divorced;1;British;South West;No;
33;NA;NA;1;Asian;Female;5200 to 10400;Degree;Married;1;British;South West;No;
56;NA;NA;2;Black;Female;5200 to 10400;No Qualification;Married;1;British;South West;No;
68;10;15;7;White;Female;2600 to 5200;No Qualification;Divorced;2;English;South West;Yes;Packets
73;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;1;British;South West;No;
66;NA;NA;7;White;Female;10400 to 15600;GCSE/O Level;Single;2;English;South West;No;
73;NA;NA;7;White;Female;5200 to 10400;Other/Sub Degree;Married;2;English;South West;No;
42;0;12;7;White;Male;20800 to 28600;Higher/Sub Degree;Married;2;English;South West;Yes;Packets
41;NA;NA;7;White;Male;Refused;No Qualification;Single;8;Welsh;South West;No;
35;NA;NA;7;White;Female;10400 to 15600;GCSE/CSE;Married;1;British;South West;No;
53;NA;NA;7;White;Female;2600 to 5200;No Qualification;Married;2;English;South West;No;
74;NA;NA;7;White;Female;5200 to 10400;No Qualification;Divorced;2;English;South West;No;
46;25;25;7;White;Male;10400 to 15600;No Qualification;Married;2;English;South West;Yes;Hand-Rolled
22;NA;NA;7;White;Female;2600 to 5200;GCSE/CSE;Single;2;English;South West;No;
27;NA;NA;7;White;Male;15600 to 20800;A Levels;Married;2;English;South West;No;
71;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Married;1;British;South West;No;
78;NA;NA;7;White;Male;5200 to 10400;Other/Sub Degree;Widowed;2;English;South West;No;
38;NA;NA;7;White;Female;5200 to 10400;GCSE/O Level;Married;2;English;South West;No;
31;NA;NA;7;White;Female;10400 to 15600;A Levels;Married;1;British;South West;No;
54;NA;NA;7;White;Female;2600 to 5200;Degree;Married;2;English;South West;No;
31;NA;NA;7;White;Female;10400 to 15600;GCSE/CSE;Single;2;English;South West;No;
53;NA;NA;4;Mixed;Male;Above 36400;ONC/BTEC;Married;2;English;South West;No;
36;20;20;7;White;Female;2600 to 5200;GCSE/O Level;Single;2;English;South West;Yes;Both/Mainly Packets
41;NA;NA;7;White;Male;15600 to 20800;Other/Sub Degree;Married;2;English;South West;No;
78;12;15;7;White;Male;5200 to 10400;No Qualification;Widowed;1;British;South West;Yes;Packets
54;10;10;7;White;Female;2600 to 5200;GCSE/O Level;Divorced;1;British;South West;Yes;Packets
72;NA;NA;7;White;Female;2600 to 5200;No Qualification;Divorced;1;British;South West;No;
28;20;20;7;White;Male;20800 to 28600;Other/Sub Degree;Married;2;English;South West;Yes;Hand-Rolled
41;15;20;7;White;Female;5200 to 10400;GCSE/O Level;Separated;1;British;South West;Yes;Both/Mainly Packets
78;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;South West;No;
71;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;8;Welsh;South West;No;
57;NA;NA;7;White;Female;5200 to 10400;Other/Sub Degree;Married;2;English;South West;No;
31;5;1;7;White;Male;15600 to 20800;GCSE/O Level;Married;1;British;South West;Yes;Packets
64;NA;NA;7;White;Female;5200 to 10400;No Qualification;Widowed;3;Irish;South West;No;
65;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;2;English;South West;No;
61;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;2;English;South West;No;
33;NA;NA;7;White;Male;20800 to 28600;GCSE/CSE;Married;2;English;South West;No;
60;20;20;7;White;Female;Refused;ONC/BTEC;Married;2;English;South West;Yes;Packets
40;NA;NA;7;White;Male;15600 to 20800;Higher/Sub Degree;Married;1;British;South West;No;
68;NA;NA;7;White;Female;5200 to 10400;Other/Sub Degree;Married;2;English;South West;No;
36;NA;NA;7;White;Female;15600 to 20800;No Qualification;Married;2;English;South West;No;
35;NA;NA;7;White;Female;Under 2600;GCSE/O Level;Married;2;English;South West;No;
22;5;20;7;White;Male;20800 to 28600;GCSE/CSE;Single;2;English;South West;Yes;Packets
43;NA;NA;7;White;Female;2600 to 5200;GCSE/CSE;Married;2;English;South West;No;
84;NA;NA;7;White;Male;5200 to 10400;No Qualification;Widowed;2;English;South West;No;
24;NA;NA;7;White;Female;5200 to 10400;No Qualification;Single;1;British;South West;No;
68;12;25;7;White;Male;5200 to 10400;No Qualification;Married;2;English;South West;Yes;Hand-Rolled
35;10;10;7;White;Male;Under 2600;Other/Sub Degree;Single;1;British;South West;Yes;Packets
51;25;25;7;White;Female;Unknown;Other/Sub Degree;Divorced;2;English;South West;Yes;Packets
45;NA;NA;7;White;Male;28600 to 36400;ONC/BTEC;Married;1;British;South West;No;
45;5;5;7;White;Female;Refused;No Qualification;Single;2;English;South West;Yes;Packets
71;NA;NA;7;White;Male;10400 to 15600;No Qualification;Married;2;English;South West;No;
47;15;20;7;White;Female;5200 to 10400;No Qualification;Married;1;British;South West;Yes;Packets
39;NA;NA;7;White;Female;10400 to 15600;Higher/Sub Degree;Married;1;British;South West;No;
62;NA;NA;7;White;Male;2600 to 5200;Higher/Sub Degree;Married;2;English;South West;No;
37;NA;NA;7;White;Female;15600 to 20800;Degree;Single;1;British;South West;No;
71;NA;NA;7;White;Female;Refused;No Qualification;Married;2;English;South West;No;
49;NA;NA;7;White;Male;28600 to 36400;Degree;Divorced;2;English;South West;No;
22;20;30;7;White;Female;2600 to 5200;GCSE/CSE;Single;1;British;South West;Yes;Both/Mainly Packets
61;NA;NA;7;White;Male;Under 2600;No Qualification;Married;2;English;South West;No;
34;5;10;7;White;Male;20800 to 28600;GCSE/O Level;Single;1;British;South West;Yes;Packets
40;NA;NA;7;White;Female;Above 36400;Degree;Separated;1;British;South West;No;
27;20;20;7;White;Female;2600 to 5200;No Qualification;Separated;2;English;South West;Yes;Both/Mainly Packets
28;12;12;7;White;Male;10400 to 15600;ONC/BTEC;Single;2;English;South West;Yes;Packets
28;NA;NA;7;White;Female;10400 to 15600;A Levels;Single;1;British;South West;No;
36;30;20;7;White;Male;20800 to 28600;GCSE/CSE;Married;2;English;South West;Yes;Both/Mainly Packets
34;20;20;7;White;Female;5200 to 10400;GCSE/O Level;Single;2;English;South West;Yes;Hand-Rolled
19;NA;NA;7;White;Male;10400 to 15600;A Levels;Single;2;English;South West;No;
31;20;20;7;White;Female;15600 to 20800;GCSE/O Level;Divorced;2;English;South West;Yes;Packets
49;20;20;7;White;Male;Refused;No Qualification;Divorced;2;English;South West;Yes;Hand-Rolled
42;50;50;7;White;Male;2600 to 5200;A Levels;Divorced;3;Irish;South West;Yes;Hand-Rolled
38;NA;NA;7;White;Female;Under 2600;No Qualification;Married;2;English;South West;No;
16;6;6;7;White;Male;Under 2600;No Qualification;Single;2;English;South West;Yes;Both/Mainly Packets
73;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;1;British;South West;No;
36;NA;NA;1;Asian;Male;15600 to 20800;GCSE/O Level;Married;2;English;South West;No;
81;NA;NA;7;White;Female;Under 2600;No Qualification;Married;8;Welsh;South West;No;
97;NA;NA;7;White;Female;10400 to 15600;No Qualification;Widowed;2;English;South West;No;
38;NA;NA;7;White;Male;10400 to 15600;No Qualification;Married;2;English;South West;No;
46;7;12;7;White;Female;5200 to 10400;Other/Sub Degree;Married;1;British;South West;Yes;Packets
79;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;2;English;South West;No;
76;4;4;7;White;Female;2600 to 5200;No Qualification;Widowed;2;English;South West;Yes;Packets
54;NA;NA;7;White;Female;2600 to 5200;No Qualification;Widowed;3;Irish;Wales;No;
59;NA;NA;7;White;Male;Above 36400;Degree;Married;2;English;Wales;No;
52;NA;NA;7;White;Male;Above 36400;Degree;Separated;1;British;Wales;No;
58;20;20;7;White;Male;5200 to 10400;No Qualification;Divorced;8;Welsh;Wales;Yes;Both/Mainly Packets
69;NA;NA;7;White;Male;15600 to 20800;Degree;Divorced;8;Welsh;Wales;No;
67;NA;NA;7;White;Male;5200 to 10400;Degree;Widowed;8;Welsh;Wales;No;
76;NA;NA;7;White;Female;Refused;Other/Sub Degree;Married;8;Welsh;Wales;No;
33;NA;NA;1;Asian;Male;5200 to 10400;No Qualification;Married;1;British;Wales;No;
61;30;30;7;White;Male;Refused;No Qualification;Separated;8;Welsh;Wales;Yes;Hand-Rolled
82;NA;NA;7;White;Female;Refused;No Qualification;Widowed;8;Welsh;Wales;No;
62;NA;NA;7;White;Male;5200 to 10400;No Qualification;Married;8;Welsh;Wales;No;
66;NA;NA;7;White;Male;Refused;No Qualification;Divorced;8;Welsh;Wales;No;
69;NA;NA;7;White;Female;Under 2600;No Qualification;Widowed;8;Welsh;Wales;No;
25;NA;NA;1;Asian;Female;Refused;No Qualification;Married;4;Other;Wales;No;
29;NA;NA;7;White;Male;20800 to 28600;Degree;Single;8;Welsh;Wales;No;
28;NA;NA;7;White;Male;10400 to 15600;Degree;Married;1;British;Wales;No;
52;NA;NA;7;White;Female;28600 to 36400;Degree;Single;4;Other;Wales;No;
81;NA;NA;7;White;Female;Refused;No Qualification;Widowed;8;Welsh;Wales;No;
44;20;20;7;White;Female;10400 to 15600;GCSE/O Level;Married;8;Welsh;Wales;Yes;Packets
